Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-11,c-9,c-4,TZ,LAS,HNL,>1500,N
c-7,c-14,c-4,OO,DEN,GJT,>200 and <=300,N
c-4,c-1,c-6,DL,TYS,ATL,<=200,Y
c-3,c-25,c-6,B6,BOS,JFK,<=200,N
c-1,c-31,c-2,TZ,MDW,DFW,>700 and <=1000,N
c-5,c-2,c-2,XE,PSP,IAH,>1000 and <=1500,N
c-12,c-22,c-5,B6,JFK,RSW,>1000 and <=1500,Y
c-2,c-3,c-5,DL,MSP,ATL,>700 and <=1000,N
c-11,c-28,c-2,AA,DFW,SAT,>200 and <=300,N
c-5,c-10,c-2,NW,COS,MSP,>700 and <=1000,N
c-11,c-9,c-4,NW,SEA,DTW,>1500,N
c-8,c-20,c-7,CO,LGA,IAH,>1000 and <=1500,N
c-4,c-20,c-4,OO,LAX,TUS,>400 and <=500,N
c-5,c-27,c-5,US,IND,PHL,>500 and <=600,N
c-12,c-12,c-1,UA,ORD,MSP,>300 and <=400,N
c-8,c-12,c-6,WN,BNA,TPA,>600 and <=700,N
c-1,c-27,c-5,WN,OKC,PHX,>700 and <=1000,N
c-5,c-21,c-6,EV,ATL,PFN,>200 and <=300,Y
c-7,c-8,c-5,OO,LAX,SJC,>300 and <=400,N
c-12,c-22,c-5,DL,LAX,BOS,>1500,N
c-4,c-3,c-1,OO,ORD,DSM,>200 and <=300,Y
c-11,c-14,c-1,OO,MSN,ORD,<=200,N
c-1,c-2,c-1,XE,MSP,EWR,>1000 and <=1500,N
c-11,c-25,c-6,NW,MSP,BWI,>700 and <=1000,N
c-2,c-26,c-6,UA,LGA,ORD,>700 and <=1000,N
c-3,c-23,c-4,EV,ATL,ILM,>300 and <=400,N
c-7,c-25,c-1,MQ,BUF,ORD,>400 and <=500,Y
c-7,c-17,c-1,DL,DTW,ATL,>500 and <=600,Y
c-8,c-28,c-1,NW,DTW,RIC,>400 and <=500,N
c-6,c-9,c-4,HP,PHX,ELP,>300 and <=400,N
c-8,c-16,c-3,OO,SLC,EKO,<=200,N
c-7,c-23,c-6,HP,PHX,LAS,>200 and <=300,N
c-12,c-8,c-5,B6,JFK,TPA,>1000 and <=1500,N
c-11,c-28,c-1,NW,DTW,LAS,>1500,N
c-8,c-4,c-5,WN,OAK,PDX,>500 and <=600,N
c-4,c-26,c-3,MQ,BOS,BWI,>300 and <=400,N
c-7,c-17,c-1,NW,MEM,VPS,>300 and <=400,Y
c-6,c-24,c-5,AA,ORD,DFW,>700 and <=1000,N
c-1,c-22,c-6,WN,DAL,OKC,<=200,N
c-7,c-27,c-3,WN,RNO,PDX,>400 and <=500,N
c-11,c-30,c-4,AA,DFW,PHX,>700 and <=1000,N
c-12,c-18,c-7,AA,DFW,MSP,>700 and <=1000,Y
c-11,c-24,c-4,CO,EWR,SFO,>1500,N
c-10,c-10,c-1,NW,MSP,DEN,>600 and <=700,N
c-8,c-15,c-2,EV,ATL,IND,>400 and <=500,N
c-10,c-14,c-6,UA,IAD,SJC,>1500,Y
c-12,c-15,c-5,DL,BOS,ATL,>700 and <=1000,N
c-4,c-24,c-7,AA,LGA,DFW,>1000 and <=1500,N
c-7,c-14,c-4,UA,SMF,DEN,>700 and <=1000,Y
c-6,c-10,c-6,CO,LAX,EWR,>1500,N
c-4,c-19,c-3,EV,SLC,STL,>1000 and <=1500,N
c-4,c-17,c-7,US,MIA,CLT,>600 and <=700,N
c-3,c-31,c-5,OO,ORD,LAN,<=200,Y
c-10,c-22,c-6,MQ,DCA,RDU,>200 and <=300,N
c-4,c-28,c-4,OH,CVG,BGM,>500 and <=600,N
c-11,c-3,c-4,MQ,JFK,DCA,>200 and <=300,N
c-9,c-17,c-6,NW,MSP,ONT,>1000 and <=1500,N
c-7,c-12,c-3,DL,ATL,MCI,>600 and <=700,N
c-9,c-20,c-2,OO,SFO,ACV,>200 and <=300,N
c-1,c-15,c-6,AA,DCA,MIA,>700 and <=1000,N
c-3,c-13,c-7,WN,PHX,OAK,>600 and <=700,Y
c-6,c-27,c-1,AA,PHL,SJU,>1500,N
c-1,c-9,c-1,WN,LAS,SNA,>200 and <=300,N
c-10,c-13,c-4,OO,MCI,ORD,>400 and <=500,N
c-1,c-6,c-4,AA,DFW,LGA,>1000 and <=1500,N
c-7,c-3,c-7,UA,PHX,IAD,>1500,N
c-7,c-24,c-1,WN,DAL,AMA,>300 and <=400,N
c-8,c-26,c-6,OO,SLC,OKC,>700 and <=1000,N
c-5,c-7,c-6,WN,MCI,MDW,>400 and <=500,N
c-11,c-29,c-3,NW,DTW,MBS,<=200,N
c-6,c-20,c-1,EV,ATL,DAB,>300 and <=400,Y
c-9,c-4,c-1,WN,SJC,LAS,>300 and <=400,N
c-5,c-24,c-3,US,PHL,MCO,>700 and <=1000,N
c-5,c-14,c-6,UA,SEA,DEN,>1000 and <=1500,N
c-8,c-7,c-1,OO,LAX,SGU,>300 and <=400,N
c-9,c-20,c-2,XE,AEX,IAH,<=200,N
c-4,c-28,c-4,MQ,DFW,MEM,>400 and <=500,N
c-2,c-28,c-1,AS,SEA,SNA,>700 and <=1000,N
c-3,c-17,c-4,UA,IAD,SFO,>1500,N
c-7,c-30,c-6,B6,DEN,JFK,>1500,Y
c-7,c-15,c-5,HP,PHX,MSP,>1000 and <=1500,N
c-11,c-5,c-6,OH,ATL,CAK,>500 and <=600,N
c-12,c-9,c-6,US,LAS,OAK,>400 and <=500,N
c-5,c-15,c-7,AA,DFW,JFK,>1000 and <=1500,N
c-4,c-2,c-6,OO,SLC,MFR,>500 and <=600,N
c-1,c-23,c-7,MQ,LAW,DFW,<=200,N
c-4,c-23,c-7,AS,SEA,ANC,>1000 and <=1500,N
c-4,c-28,c-4,EV,SHV,ATL,>500 and <=600,N
c-2,c-3,c-4,UA,PHL,ORD,>600 and <=700,N
c-5,c-6,c-5,MQ,ORD,ICT,>500 and <=600,N
c-4,c-30,c-6,OH,CVG,GRR,>200 and <=300,N
c-8,c-26,c-5,US,BOS,DCA,>300 and <=400,N
c-7,c-5,c-3,MQ,LGA,DTW,>500 and <=600,N
c-3,c-1,c-2,MQ,RDU,EWR,>400 and <=500,Y
c-7,c-30,c-6,AS,SEA,FAI,>1500,N
c-7,c-14,c-4,UA,LAS,DEN,>600 and <=700,Y
c-5,c-20,c-6,AA,ORD,PHL,>600 and <=700,N
c-6,c-29,c-3,DL,ATL,HSV,<=200,Y
c-2,c-3,c-5,OO,FAT,SLC,>500 and <=600,N
c-9,c-2,c-5,DL,ATL,BOS,>700 and <=1000,N
c-8,c-4,c-4,B6,SJU,JFK,>1500,N
c-5,c-4,c-3,US,CLT,BWI,>300 and <=400,N
c-4,c-26,c-2,MQ,DFW,SGF,>300 and <=400,N
c-3,c-23,c-3,NW,MSP,SLC,>700 and <=1000,N
c-7,c-29,c-5,US,PHL,PVD,>200 and <=300,Y
c-2,c-4,c-5,NW,MSP,GRR,>400 and <=500,N
c-3,c-24,c-4,OO,SLC,TUL,>700 and <=1000,Y
c-1,c-3,c-1,NW,MEM,GPT,>300 and <=400,N
c-8,c-27,c-6,DL,ATL,MLB,>400 and <=500,N
c-6,c-15,c-4,WN,STL,DTW,>400 and <=500,N
c-1,c-1,c-7,US,FLL,EYW,<=200,N
c-4,c-6,c-3,US,MSY,PHL,>1000 and <=1500,Y
c-6,c-11,c-7,AA,STL,BOS,>1000 and <=1500,N
c-2,c-7,c-1,HA,HNL,LIH,<=200,N
c-4,c-14,c-5,MQ,ORD,BMI,<=200,N
c-11,c-12,c-7,WN,LBB,AUS,>300 and <=400,N
c-9,c-14,c-4,CO,BOS,EWR,<=200,N
c-5,c-9,c-2,YV,CLT,DTW,>400 and <=500,N
c-3,c-25,c-5,EV,HSV,CVG,>300 and <=400,N
c-9,c-1,c-4,MQ,DCA,BOS,>300 and <=400,N
c-1,c-20,c-5,CO,PBI,EWR,>1000 and <=1500,Y
c-12,c-30,c-5,NW,MSP,RDU,>700 and <=1000,Y
c-1,c-20,c-4,WN,SMF,PDX,>400 and <=500,Y
c-5,c-30,c-2,CO,IAH,EWR,>1000 and <=1500,Y
c-6,c-12,c-1,UA,LAS,IAD,>1500,N
c-7,c-1,c-6,WN,MCI,LAS,>1000 and <=1500,N
c-3,c-23,c-3,OH,RIC,CVG,>400 and <=500,N
c-11,c-3,c-4,OH,CLT,CVG,>300 and <=400,N
c-11,c-25,c-5,WN,AUS,ELP,>500 and <=600,N
c-7,c-13,c-3,CO,IAH,SJC,>1500,N
c-6,c-23,c-5,WN,ABQ,TPA,>1000 and <=1500,N
c-8,c-5,c-5,OO,SLC,EUG,>600 and <=700,N
c-9,c-14,c-3,OO,SLC,SGU,>200 and <=300,N
c-1,c-31,c-1,CO,IAH,SNA,>1000 and <=1500,Y
c-5,c-11,c-4,WN,PHX,RNO,>600 and <=700,N
c-2,c-25,c-6,NW,MCO,MSP,>1000 and <=1500,Y
c-10,c-14,c-5,FL,ATL,CLT,>200 and <=300,Y
c-1,c-19,c-3,WN,SAN,MSY,>1500,Y
c-4,c-11,c-2,MQ,CLT,ORD,>500 and <=600,N
c-6,c-23,c-4,US,CLT,ILM,<=200,N
c-8,c-8,c-2,WN,PDX,OAK,>500 and <=600,Y
c-3,c-16,c-4,XE,CAE,EWR,>600 and <=700,Y
c-5,c-19,c-4,AA,STL,DFW,>500 and <=600,N
c-10,c-23,c-1,OO,TWF,SLC,<=200,N
c-6,c-7,c-3,B6,SJC,JFK,>1500,N
c-3,c-23,c-4,MQ,CMI,ORD,<=200,N
c-4,c-19,c-2,UA,DEN,TUS,>600 and <=700,N
c-11,c-26,c-6,WN,MAF,LAS,>700 and <=1000,Y
c-10,c-4,c-2,WN,SMF,ONT,>300 and <=400,N
c-11,c-2,c-3,OO,SBA,DEN,>700 and <=1000,N
c-1,c-11,c-2,UA,DEN,SLC,>300 and <=400,Y
c-5,c-14,c-6,OO,BIL,SLC,>300 and <=400,Y
c-2,c-3,c-4,OO,SLC,GJT,>200 and <=300,N
c-1,c-5,c-3,WN,AMA,DAL,>300 and <=400,N
c-12,c-6,c-2,WN,MHT,MDW,>700 and <=1000,N
c-10,c-21,c-6,UA,ORD,DAY,>200 and <=300,N
c-5,c-7,c-7,DL,ATL,STL,>400 and <=500,N
c-2,c-16,c-3,HP,LAX,PHX,>300 and <=400,N
c-11,c-9,c-3,OH,CVG,ORD,>200 and <=300,N
c-1,c-7,c-6,US,CLT,LAX,>1500,N
c-4,c-3,c-1,FL,MCO,ATL,>400 and <=500,N
c-8,c-20,c-7,YV,LAS,BUR,>200 and <=300,N
c-6,c-30,c-5,WN,PVD,PHL,>200 and <=300,N
c-1,c-1,c-7,UA,ORD,DCA,>600 and <=700,Y
c-6,c-28,c-3,OH,RIC,ATL,>400 and <=500,Y
c-9,c-2,c-5,DL,DEN,CVG,>1000 and <=1500,N
c-4,c-9,c-6,AA,SAT,DFW,>200 and <=300,N
c-9,c-29,c-5,DL,STL,ATL,>400 and <=500,N
c-5,c-26,c-5,UA,PHX,SFO,>600 and <=700,Y
c-10,c-25,c-3,F9,DEN,SFO,>700 and <=1000,N
c-1,c-14,c-5,UA,SFO,BWI,>1500,N
c-1,c-23,c-1,AA,DFW,PSP,>1000 and <=1500,Y
c-10,c-13,c-4,OH,CVG,BHM,>300 and <=400,N
c-4,c-21,c-5,US,PHX,IND,>1000 and <=1500,N
c-3,c-26,c-7,DL,LAX,BOS,>1500,N
c-4,c-19,c-2,OO,PDX,RDM,<=200,N
c-2,c-19,c-7,OO,RDM,SLC,>500 and <=600,N
c-12,c-3,c-6,OH,DCA,CMH,>300 and <=400,N
c-3,c-22,c-2,UA,MCO,IAD,>700 and <=1000,Y
c-10,c-25,c-3,DL,ATL,IAD,>500 and <=600,N
c-2,c-25,c-5,CO,EWR,RSW,>1000 and <=1500,N
c-12,c-22,c-5,US,LAS,SEA,>700 and <=1000,Y
c-5,c-8,c-7,WN,PHL,OAK,>1500,N
c-8,c-21,c-7,NW,FLL,DTW,>1000 and <=1500,N
c-12,c-7,c-3,UA,ORD,MCO,>1000 and <=1500,N
c-4,c-15,c-5,OO,MLI,DEN,>700 and <=1000,N
c-2,c-5,c-6,WN,BUR,OAK,>300 and <=400,N
c-1,c-4,c-2,OH,HPN,CVG,>500 and <=600,N
c-5,c-17,c-3,YV,IAD,DTW,>300 and <=400,N
c-8,c-12,c-5,UA,BOS,DEN,>1500,N
c-5,c-25,c-3,AA,MSP,DFW,>700 and <=1000,Y
c-7,c-15,c-5,XE,CLE,IND,>200 and <=300,N
c-4,c-26,c-2,NW,FSD,MSP,<=200,N
c-3,c-30,c-4,XE,STL,IAH,>600 and <=700,N
c-5,c-5,c-5,WN,MDW,SDF,>200 and <=300,N
c-1,c-3,c-2,AA,SNA,ORD,>1500,N
c-5,c-27,c-5,US,DFW,DCA,>1000 and <=1500,N
c-8,c-2,c-3,OH,JFK,ORD,>700 and <=1000,Y
c-8,c-28,c-1,NW,MSP,SLC,>700 and <=1000,N
c-5,c-28,c-7,AA,SJU,MIA,>1000 and <=1500,N
c-12,c-17,c-7,YV,KOA,HNL,<=200,N
c-1,c-3,c-2,OH,CVG,BHM,>300 and <=400,Y
c-1,c-29,c-7,YV,FLG,PHX,<=200,N
c-3,c-2,c-3,DL,LAX,ATL,>1500,N
c-11,c-14,c-1,EV,SMF,SLC,>500 and <=600,N
c-6,c-20,c-1,UA,ORD,LGA,>700 and <=1000,Y
c-1,c-19,c-4,CO,DEN,IAH,>700 and <=1000,N
c-7,c-28,c-4,WN,TUL,HOU,>400 and <=500,Y
c-2,c-24,c-4,DL,SLC,FLL,>1500,N
c-9,c-20,c-2,AS,ANC,SEA,>1000 and <=1500,Y
c-4,c-7,c-4,HA,HNL,OGG,<=200,N
c-10,c-8,c-7,MQ,PIT,DFW,>1000 and <=1500,N
c-6,c-14,c-3,OH,ORD,JFK,>700 and <=1000,Y
c-9,c-18,c-1,AA,DFW,LAX,>1000 and <=1500,N
c-5,c-25,c-3,WN,TPA,IND,>700 and <=1000,N
c-7,c-10,c-1,OO,CLD,LAX,<=200,N
c-12,c-28,c-4,NW,MSP,DLH,<=200,N
c-9,c-28,c-4,AA,DFW,SLC,>700 and <=1000,N
c-6,c-24,c-5,EV,ICT,ATL,>700 and <=1000,N
c-3,c-6,c-7,OH,JFK,GSO,>400 and <=500,N
c-10,c-6,c-5,XE,IAH,PNS,>400 and <=500,N
c-2,c-24,c-4,UA,DEN,PDX,>700 and <=1000,N
c-8,c-2,c-2,WN,OAK,LAX,>300 and <=400,N
c-11,c-29,c-2,NW,MSP,GFK,>200 and <=300,Y
c-7,c-18,c-2,UA,SFO,BUR,>300 and <=400,N
c-11,c-4,c-5,NW,ANC,MSP,>1500,N
c-5,c-12,c-4,CO,IAH,DTW,>1000 and <=1500,N
c-10,c-28,c-6,DL,PDX,ATL,>1500,N
c-8,c-9,c-2,OH,BUF,ATL,>700 and <=1000,N
c-9,c-5,c-1,DL,LGA,ATL,>700 and <=1000,N
c-3,c-6,c-7,AA,DTW,DFW,>700 and <=1000,N
c-8,c-29,c-2,NW,MSP,JFK,>1000 and <=1500,Y
c-12,c-7,c-3,WN,DTW,PHX,>1500,N
c-12,c-15,c-5,DL,ATL,LEX,>300 and <=400,N
c-2,c-4,c-6,AA,MCO,ORD,>1000 and <=1500,Y
c-6,c-13,c-2,AA,MCO,DFW,>700 and <=1000,N
c-5,c-18,c-3,WN,TPA,BDL,>1000 and <=1500,N
c-3,c-14,c-1,B6,BOS,MCO,>1000 and <=1500,N
c-1,c-20,c-5,DL,CVG,LAS,>1500,N
c-1,c-6,c-4,DL,MKE,ATL,>600 and <=700,Y
c-3,c-27,c-7,OH,CVG,FWA,<=200,N
c-11,c-24,c-5,UA,DEN,SAN,>700 and <=1000,N
c-10,c-7,c-5,NW,LSE,MSP,<=200,N
c-5,c-1,c-7,UA,HNL,SFO,>1500,N
c-10,c-21,c-6,F9,TPA,DEN,>1500,N
c-10,c-2,c-1,DL,DEN,ATL,>1000 and <=1500,N
c-1,c-4,c-2,DH,IAD,SDF,>400 and <=500,N
c-6,c-1,c-3,XE,HPN,CLE,>400 and <=500,N
c-5,c-25,c-3,EV,XNA,CVG,>500 and <=600,N
c-4,c-8,c-5,UA,DEN,SMF,>700 and <=1000,N
c-3,c-4,c-5,CO,CLE,MIA,>1000 and <=1500,N
c-9,c-25,c-7,EV,ATL,PHF,>500 and <=600,N
c-12,c-28,c-3,AA,DFW,SFO,>1000 and <=1500,Y
c-7,c-8,c-6,XE,AUS,CLE,>1000 and <=1500,N
c-11,c-30,c-4,WN,OAK,SAN,>400 and <=500,N
c-4,c-22,c-6,AS,PDX,ANC,>1500,N
c-11,c-13,c-1,WN,SAN,MCI,>1000 and <=1500,N
c-1,c-26,c-4,MQ,MEM,MIA,>700 and <=1000,N
c-11,c-4,c-5,US,TPA,CLT,>500 and <=600,N
c-1,c-24,c-2,US,CLT,RIC,>200 and <=300,N
c-5,c-17,c-3,WN,DTW,BNA,>400 and <=500,Y
c-9,c-17,c-7,OH,CVG,MCI,>500 and <=600,N
c-11,c-27,c-1,OO,TUL,DEN,>500 and <=600,N
c-1,c-2,c-7,AA,ELP,DFW,>500 and <=600,N
c-11,c-7,c-2,CO,EWR,ATL,>700 and <=1000,Y
c-9,c-21,c-3,UA,ORD,IAH,>700 and <=1000,N
c-10,c-17,c-1,UA,DEN,SFO,>700 and <=1000,Y
c-5,c-5,c-4,OH,RDU,CVG,>300 and <=400,N
c-8,c-22,c-2,CO,IAH,DFW,>200 and <=300,N
c-3,c-12,c-7,WN,HRL,HOU,>200 and <=300,N
c-3,c-1,c-2,OO,PSP,LAX,<=200,N
c-8,c-20,c-6,WN,FLL,MSY,>600 and <=700,Y
c-12,c-3,c-7,WN,ABQ,HOU,>700 and <=1000,Y
c-3,c-11,c-6,OH,CAK,CVG,>200 and <=300,N
c-3,c-13,c-1,WN,AMA,DAL,>300 and <=400,N
c-7,c-7,c-5,YV,YUM,PHX,<=200,N
c-9,c-15,c-5,XE,IAH,MAF,>400 and <=500,Y
c-9,c-29,c-5,YV,PHL,IAD,<=200,Y
c-12,c-4,c-7,AA,ATL,LGA,>700 and <=1000,N
c-3,c-24,c-5,OO,TUS,DEN,>600 and <=700,N
c-6,c-17,c-6,CO,ANC,SEA,>1000 and <=1500,Y
c-11,c-27,c-1,XE,MAF,IAH,>400 and <=500,N
c-8,c-27,c-7,OH,JAX,BOS,>1000 and <=1500,N
c-7,c-16,c-7,YV,LGA,IAD,>200 and <=300,Y
c-11,c-26,c-7,US,CLT,ORD,>500 and <=600,Y
c-3,c-25,c-5,OO,SBA,LAX,<=200,Y
c-10,c-13,c-5,YV,BOI,PHX,>700 and <=1000,N
c-1,c-18,c-3,YV,DEN,JAC,>400 and <=500,Y
c-10,c-28,c-5,OH,XNA,CVG,>500 and <=600,N
c-7,c-22,c-5,OH,CVG,FSD,>700 and <=1000,N
c-8,c-15,c-2,WN,PHL,MDW,>600 and <=700,N
c-4,c-29,c-6,UA,IAD,BOS,>400 and <=500,N
c-4,c-26,c-2,DL,ATL,DEN,>1000 and <=1500,N
c-12,c-19,c-1,UA,ORD,SAT,>1000 and <=1500,N
c-4,c-12,c-2,WN,BNA,LAS,>1500,N
c-7,c-10,c-7,US,PHL,BUF,>200 and <=300,N
c-2,c-23,c-4,AA,BWI,DFW,>1000 and <=1500,N
c-8,c-28,c-1,XE,ERI,CLE,<=200,N
c-5,c-10,c-3,EV,ATL,MFE,>700 and <=1000,N
c-12,c-28,c-4,MQ,MAF,DFW,>300 and <=400,N
c-9,c-30,c-5,MQ,SYR,DFW,>1000 and <=1500,N
c-6,c-15,c-3,XE,IAH,AMA,>500 and <=600,N
c-7,c-2,c-6,XE,IAH,BTR,>200 and <=300,N
c-9,c-20,c-3,WN,MDW,CMH,>200 and <=300,Y
c-10,c-7,c-6,FL,ATL,IND,>400 and <=500,Y
c-3,c-15,c-2,AA,ORD,DFW,>700 and <=1000,N
c-4,c-7,c-4,CO,DCA,IAH,>1000 and <=1500,N
c-12,c-3,c-7,MQ,ORD,MEM,>400 and <=500,N
c-5,c-18,c-3,XE,IAH,BTR,>200 and <=300,N
c-7,c-30,c-7,YV,IAD,CLE,>200 and <=300,N
c-6,c-14,c-2,US,PHL,DEN,>1500,N
c-1,c-28,c-5,DL,ATL,SLC,>1500,N
c-7,c-21,c-4,XE,EWR,RDU,>400 and <=500,N
c-8,c-24,c-3,NW,PHX,DTW,>1500,N
c-7,c-23,c-7,B6,LGB,LAS,>200 and <=300,N
c-3,c-16,c-4,WN,AUS,DAL,<=200,N
c-5,c-29,c-7,US,PIT,FLL,>700 and <=1000,N
c-8,c-23,c-3,WN,MAF,HOU,>400 and <=500,N
c-12,c-26,c-1,XE,CLE,STL,>400 and <=500,N
c-12,c-7,c-3,XE,IAH,CMH,>700 and <=1000,N
c-3,c-26,c-7,XE,SRQ,IAH,>700 and <=1000,N
c-2,c-5,c-6,AA,MCO,MIA,<=200,N
c-11,c-23,c-4,WN,PDX,GEG,>200 and <=300,N
c-3,c-8,c-3,MQ,SJT,DFW,>200 and <=300,N
c-9,c-12,c-1,WN,MCI,OKC,>300 and <=400,N
c-5,c-16,c-1,WN,LAX,PHX,>300 and <=400,N
c-9,c-18,c-1,AS,PHX,SEA,>1000 and <=1500,N
c-6,c-8,c-3,XE,MSP,CLE,>600 and <=700,N
c-9,c-11,c-7,HP,PHX,OAK,>600 and <=700,N
c-4,c-23,c-7,WN,DAL,SAT,>200 and <=300,N
c-10,c-5,c-4,AA,DFW,AUS,<=200,N
c-7,c-16,c-7,AQ,OAK,OGG,>1500,N
c-1,c-3,c-1,DL,ATL,CMH,>400 and <=500,Y
c-6,c-18,c-7,DL,SLC,KOA,>1500,N
c-11,c-14,c-2,OO,SAT,DEN,>700 and <=1000,N
c-2,c-18,c-5,AS,LAS,PDX,>700 and <=1000,Y
c-11,c-14,c-1,US,CLT,BOS,>700 and <=1000,N
c-2,c-18,c-6,YV,PHX,SBA,>400 and <=500,N
c-11,c-27,c-1,B6,JFK,RSW,>1000 and <=1500,N
c-1,c-7,c-5,TZ,MDW,DEN,>700 and <=1000,N
c-11,c-29,c-2,EV,CAK,ATL,>500 and <=600,N
c-8,c-28,c-1,AA,SMF,DFW,>1000 and <=1500,Y
c-2,c-10,c-5,US,PHL,JAX,>700 and <=1000,N
c-10,c-7,c-5,MQ,EVV,DFW,>600 and <=700,Y
c-2,c-11,c-5,US,PWM,DCA,>400 and <=500,Y
c-10,c-16,c-7,WN,ABQ,LAS,>400 and <=500,Y
c-6,c-20,c-1,DH,IAD,BOS,>400 and <=500,N
c-2,c-16,c-4,UA,LAS,SFO,>400 and <=500,N
c-9,c-25,c-7,OO,SLC,JAC,>200 and <=300,N
c-3,c-11,c-5,WN,MSY,OAK,>1500,N
c-4,c-6,c-4,UA,DEN,FLL,>1500,Y
c-7,c-5,c-3,OH,DTW,JFK,>500 and <=600,N
c-5,c-24,c-3,NW,MSP,SEA,>1000 and <=1500,N
c-2,c-11,c-6,UA,SAN,SFO,>400 and <=500,N
c-3,c-17,c-4,DL,ATL,CLE,>500 and <=600,Y
c-7,c-21,c-4,CO,IAH,IND,>700 and <=1000,N
c-5,c-31,c-3,US,ORD,LAS,>1500,N
c-12,c-30,c-5,DL,IAH,ATL,>600 and <=700,N
c-1,c-30,c-1,OH,LIT,CVG,>500 and <=600,N
c-11,c-11,c-6,UA,ORD,SFO,>1500,N
c-5,c-11,c-4,XE,SYR,CLE,>300 and <=400,N
c-4,c-24,c-7,MQ,HPN,ORD,>700 and <=1000,N
c-3,c-2,c-3,WN,PHX,LAS,>200 and <=300,N
c-1,c-11,c-2,WN,STL,HOU,>600 and <=700,N
c-8,c-14,c-1,WN,LAX,LAS,>200 and <=300,N
c-12,c-4,c-7,OH,CVG,CAK,>200 and <=300,N
c-11,c-20,c-7,NW,MCO,IND,>700 and <=1000,Y
c-9,c-27,c-3,DL,DCA,LGA,>200 and <=300,N
c-5,c-24,c-2,XE,IAH,SDF,>700 and <=1000,N
c-9,c-30,c-5,CO,IAH,PHL,>1000 and <=1500,N
c-12,c-3,c-6,US,DCA,CLT,>300 and <=400,N
c-1,c-7,c-5,WN,AUS,DAL,<=200,N
c-7,c-25,c-2,F9,MSP,DEN,>600 and <=700,N
c-1,c-19,c-4,FL,MIA,ATL,>500 and <=600,N
c-11,c-9,c-3,WN,BWI,IND,>500 and <=600,N
c-8,c-24,c-4,OH,ROC,CVG,>400 and <=500,N
c-9,c-30,c-6,WN,PHL,LAS,>1500,Y
c-3,c-19,c-7,FL,ATL,MDW,>500 and <=600,Y
c-8,c-16,c-2,US,PHL,MSY,>1000 and <=1500,N
c-10,c-7,c-6,WN,BOI,PDX,>300 and <=400,N
c-6,c-24,c-6,UA,SFO,DEN,>700 and <=1000,N
c-7,c-22,c-6,WN,HOU,MCO,>700 and <=1000,N
c-7,c-22,c-6,MQ,DFW,TYS,>700 and <=1000,N
c-6,c-29,c-4,US,SJU,CLT,>1000 and <=1500,Y
c-11,c-2,c-3,WN,LAX,SJC,>300 and <=400,N
c-10,c-17,c-1,NW,DTW,SAN,>1500,N
c-6,c-26,c-1,EV,CRW,ATL,>300 and <=400,Y
c-4,c-28,c-5,DL,ATL,BWI,>500 and <=600,N
c-2,c-27,c-1,CO,EWR,CLE,>400 and <=500,N
c-8,c-3,c-4,WN,LAS,SAN,>200 and <=300,N
c-6,c-29,c-4,WN,OAK,GEG,>700 and <=1000,N
c-5,c-15,c-1,DL,CVG,DFW,>700 and <=1000,N
c-6,c-8,c-3,DL,MHT,ATL,>700 and <=1000,N
c-2,c-2,c-4,WN,AMA,LAS,>700 and <=1000,N
c-5,c-28,c-6,DH,IAD,CRW,>200 and <=300,N
c-5,c-13,c-5,AA,ORD,LGA,>700 and <=1000,Y
c-6,c-5,c-7,DL,SEA,SLC,>600 and <=700,N
c-10,c-20,c-5,US,BOS,CLT,>700 and <=1000,Y
c-1,c-28,c-6,NW,DTW,DEN,>1000 and <=1500,N
c-8,c-5,c-5,OO,BOI,DEN,>600 and <=700,N
c-5,c-11,c-3,US,BOS,DCA,>300 and <=400,N
c-5,c-1,c-7,NW,BUF,DTW,>200 and <=300,N
c-11,c-2,c-3,UA,LAS,SFO,>400 and <=500,N
c-8,c-22,c-2,WN,RNO,OAK,<=200,N
c-1,c-12,c-3,DL,ATL,IAD,>500 and <=600,N
c-1,c-14,c-6,OO,DAY,ORD,>200 and <=300,N
c-3,c-1,c-2,OH,MSP,CVG,>500 and <=600,Y
c-12,c-23,c-5,XE,CHA,IAH,>600 and <=700,Y
c-8,c-24,c-4,WN,DEN,PHX,>600 and <=700,Y
c-1,c-8,c-6,MQ,CLL,DFW,<=200,N
c-4,c-3,c-1,XE,GSO,IAH,>700 and <=1000,Y
c-10,c-29,c-7,US,FLL,PHL,>700 and <=1000,N
c-7,c-20,c-4,MQ,AUS,DAL,<=200,N
c-2,c-17,c-5,CO,EWR,TPA,>700 and <=1000,Y
c-8,c-30,c-3,US,PVD,DCA,>300 and <=400,N
c-9,c-24,c-7,WN,OAK,SNA,>300 and <=400,N
c-5,c-18,c-3,DL,ATL,HSV,<=200,N
c-4,c-15,c-6,DL,ATL,MCO,>400 and <=500,N
c-10,c-19,c-4,WN,DAL,OKC,<=200,Y
c-4,c-19,c-2,US,BNA,CLT,>300 and <=400,N
c-5,c-8,c-7,US,LGA,DCA,>200 and <=300,N
c-1,c-12,c-4,WN,SLC,PHX,>500 and <=600,N
c-11,c-6,c-7,CO,CLE,IAH,>1000 and <=1500,N
c-3,c-21,c-1,AA,AUS,ORD,>700 and <=1000,N
c-8,c-21,c-7,WN,SMF,SAN,>400 and <=500,N
